Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price,Price_log,Type_Lumped,Make_Lumped,Region_Lumped,Car_Age,is_classic,car_class,Mileage_per_Age,Price_Deviation_by_Make,Car_Age_Sq
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,117000,False,33000.0,10.404293143019792,Accent,Hyundai,Dammam,7,0,Standard,14625.0,-1998.6356589147254,49
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2018,1.0,68000,False,125000.0,11.736077016252437,Furniture,Toyota,Riyadh,7,0,Standard,8500.0,75625.44294826363,49
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2018,3.5,111,False,66000.0,11.097425172408931,Camry,Toyota,Riyadh,7,0,Standard,13.875,16625.44294826364,49
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,93000,False,35000.0,10.463131911491967,Other,Toyota,Jeddah,7,0,Standard,11625.0,-14374.55705173636,49
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,382000,False,60000.0,11.002116507732017,Tahoe,Chevrolet,Riyadh,11,0,Standard,31833.333333333332,16136.465324384786,121
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2020,3.0,11500,False,510000.0,13.1421679654829,Range Rover,Land Rover,Riyadh,5,0,Premium,1916.6666666666667,321429.4871794872,25
Cadenza,Riyadh,Kia,Automatic,Saudi,Full,2018,3.3,148884,False,65000.0,11.082157933374816,Other,Kia,Riyadh,7,0,Standard,18610.5,32730.371900826445,49
Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.5,92000,False,72000.0,11.184435286790631,Taurus,Ford,Dammam,10,0,Standard,8363.636363636364,34355.46271510516,100
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Standard,2016,3.5,84000,False,42000.0,10.645448706505872,Other,Mitsubishi,Dammam,9,0,Standard,8400.0,268.81720430107816,81
Marquis,Riyadh,Ford,Automatic,Saudi,Semi Full,2009,4.6,140000,False,22000.0,9.99884318585288,Other,Ford,Riyadh,16,0,Standard,8235.29411764706,-15644.53728489484,256
Sonata,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,2.4,106000,False,56000.0,10.933124826700707,Sonata,Hyundai,Jeddah,6,0,Standard,15142.857142857143,21001.364341085275,36
Wrangler,Jeddah,Jeep,Automatic,Gulf Arabic,Semi Full,2018,4.0,32000,False,129000.0,11.767575435251748,Other,Other,Jeddah,7,0,Standard,4000.0,65518.51851851852,49
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,128000,False,35000.0,10.463131911491967,Accent,Hyundai,Riyadh,7,0,Standard,16000.0,1.3643410852746456,49
Yukon,Riyadh,GMC,Automatic,Gulf Arabic,Semi Full,2016,5.3,63000,False,140000.0,11.849404844423074,Yukon,GMC,Riyadh,9,0,Standard,6300.0,94063.71841155234,81
CS85,Jeddah,Changan,Automatic,Saudi,Full,2021,2.0,2500,False,98000.0,11.49273296168228,Other,Other,Jeddah,4,0,Standard,500.0,65569.44444444444,16
Sierra,Makkah,GMC,Manual,Gulf Arabic,Standard,2002,1.4,252000,False,12500.0,9.433563920090563,Other,GMC,Makkah,23,0,Standard,10500.0,-33436.28158844765,529
CLS,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2016,3.0,45000,False,168000.0,12.031725210748633,Other,Mercedes,Dammam,9,0,Standard,4500.0,42031.11111111111,81
Wrangler,Riyadh,Jeep,Automatic,Saudi,Full,2019,3.6,16000,False,181000.0,12.10625783509458,Other,Other,Riyadh,6,0,Standard,2285.714285714286,117518.51851851851,36
Jimny,Riyadh,Suzuki,Manual,Saudi,Standard,2010,1.3,93000,False,14000.0,9.546884034617925,Other,Other,Riyadh,15,0,Standard,5812.5,-62.5,225
GC7,Taef,Geely,Automatic,Saudi,Full,2015,1.6,140000,False,15000.0,9.61587214452889,Other,Other,Taef,10,0,Standard,12727.272727272728,-19104.166666666664,100
Yukon,Arar,GMC,Automatic,Saudi,Standard,2015,5.3,170000,False,102000.0,11.532737896139919,Yukon,GMC,Other,10,0,Standard,15454.545454545454,56063.71841155235,100
Flex,Riyadh,Ford,Automatic,Saudi,Full,2013,3.5,71927,False,64000.0,11.06665398721974,Other,Ford,Riyadh,12,0,Standard,5532.846153846154,26355.46271510516,144
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,78781,False,47500.0,10.768506042432708,Elantra,Hyundai,Riyadh,6,0,Standard,11254.42857142857,12501.364341085275,36
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2017,5.3,176000,False,115000.0,11.652696102959753,Tahoe,Chevrolet,Jeddah,8,0,Standard,19555.555555555555,71136.46532438479,64
Patrol,Khobar,Nissan,Automatic,Saudi,Full,2016,4.0,183000,False,150000.0,11.918397239722838,Patrol,Nissan,Other,9,0,Standard,18300.0,115424.47916666666,81
Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2017,2.7,143594,False,69000.0,11.141876276228,Other,Toyota,Riyadh,8,0,Standard,15954.888888888889,19625.44294826364,64
Copper,Dammam,MINI,Automatic,Gulf Arabic,Full,2016,2.0,110000,False,83000.0,11.326607934898927,Other,Other,Dammam,9,0,Standard,11000.0,30272.727272727272,81
Camry,Al-Ahsa,Toyota,Manual,Saudi,Standard,2009,2.5,374000,False,25000.0,10.12667110305036,Camry,Toyota,Al-Ahsa,16,0,Standard,22000.0,-24374.55705173636,256
LX,Dammam,Lexus,Automatic,Saudi,Full,2014,5.7,160000,False,188000.0,12.144202560946876,Other,Lexus,Dammam,11,0,Premium,13333.333333333334,71538.28828828828,121
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2018,2.7,111000,False,63000.0,11.050905878263567,Hilux,Toyota,Riyadh,7,0,Standard,13875.0,13625.44294826364,49
Suburban,Jeddah,Chevrolet,Automatic,Saudi,Standard,2012,5.3,220,False,65000.0,11.082157933374816,Suburban,Chevrolet,Jeddah,13,0,Standard,15.714285714285714,21136.465324384786,169
Maxima,Jeddah,Nissan,Automatic,Saudi,Semi Full,2011,3.5,355000,False,20000.0,9.90353755128617,Other,Nissan,Jeddah,14,0,Standard,23666.666666666668,-14575.520833333336,196
Pajero,Dammam,Mitsubishi,Automatic,Gulf Arabic,Semi Full,2017,3.5,129000,False,65000.0,11.082157933374816,Other,Mitsubishi,Dammam,8,0,Standard,14333.333333333334,23268.817204301078,64
Expedition,Jeddah,Ford,Automatic,Saudi,Standard,2012,5.4,350000,False,30000.0,10.308985993422082,Expedition,Ford,Jeddah,13,0,Standard,25000.0,-7644.537284894839,169
Sportage,Dammam,Kia,Automatic,Saudi,Full,2014,2.4,140000,False,45000.0,10.714439990727769,Other,Kia,Dammam,11,0,Standard,11666.666666666666,12730.371900826445,121
6,Jubail,Mazda,Automatic,Saudi,Standard,2019,2.5,143000,False,68000.0,11.127277689932466,Other,Mazda,Other,6,0,Standard,20428.571428571428,20779.527559055117,36
360,Jeddah,MG,Automatic,Saudi,Full,2019,1.2,24000,False,36000.0,10.491301994830229,Other,Other,Jeddah,6,0,Standard,3428.5714285714284,-8472.222222222219,36
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Standard,2016,3.5,45000,False,112000.0,11.626263078808801,ES,Lexus,Riyadh,9,0,Premium,4500.0,-4461.711711711716,81
Charger,Al-Medina,Dodge,Automatic,Saudi,Full,2013,5.7,198000,False,42000.0,10.645448706505872,Other,Dodge,Al-Medina,12,0,Standard,15230.76923076923,-10826.086956521736,144
ES,Aseer,Lexus,Automatic,Other,Full,2016,1.5,100000,False,128000.0,11.759793355371237,ES,Lexus,Aseer,9,0,Premium,10000.0,11538.288288288284,81
FJ,Jeddah,Toyota,Automatic,Saudi,Full,2014,4.0,190000,False,85000.0,11.350418300109132,Other,Toyota,Jeddah,11,0,Standard,15833.333333333334,35625.44294826364,121
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2017,3.5,131408,False,69000.0,11.141876276228,Taurus,Ford,Dammam,8,0,Standard,14600.888888888889,31355.46271510516,64
Silverado,Dammam,Chevrolet,Automatic,Saudi,Standard,2010,5.3,143000,False,32000.0,10.373522431293592,Other,Chevrolet,Dammam,15,0,Standard,8937.5,-11863.534675615214,225
Edge,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2013,3.5,106000,False,45000.0,10.714439990727769,Other,Ford,Al-Ahsa,12,0,Standard,8153.846153846154,7355.462715105161,144
Lancer,Jeddah,Mitsubishi,Automatic,Saudi,Standard,2016,1.6,18000,False,39000.0,10.571342565808699,Other,Mitsubishi,Jeddah,9,0,Standard,1800.0,-2731.182795698922,81
Tahoe,Dammam,Chevrolet,Automatic,Other,Full,2015,5.7,168000,False,110000.0,11.608244735642321,Tahoe,Chevrolet,Dammam,10,0,Standard,15272.727272727272,66136.46532438479,100
Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2013,5.6,223000,False,80000.0,11.289794413577894,Range Rover,Land Rover,Dammam,12,0,Premium,17153.846153846152,-108570.51282051281,144
Elantra,Dammam,Hyundai,Automatic,Saudi,Semi Full,2019,1.6,59700,False,54500.0,10.905974329106854,Elantra,Hyundai,Dammam,6,0,Standard,8528.57142857143,19501.364341085275,36
A7,Dammam,Audi,Automatic,Saudi,Full,2016,3.0,130000,False,125000.0,11.736077016252437,Other,Other,Dammam,9,0,Premium,13000.0,41815.78947368421,81
Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,4.0,138000,False,132000.0,11.790564777297387,Prado,Toyota,Riyadh,8,0,Standard,15333.333333333334,82625.44294826363,64
Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.1,96000,False,81000.0,11.302216779257382,Taurus,Ford,Dammam,10,0,Standard,8727.272727272728,43355.46271510516,100
Camry,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,2.4,62000,False,75000.0,11.225256725762893,Camry,Toyota,Riyadh,9,0,Standard,6200.0,25625.44294826364,81
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2012,2.0,202245,False,41000.0,10.62135173563291,Furniture,Toyota,Riyadh,13,0,Standard,14446.07142857143,-8374.55705173636,169
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2017,5.3,136000,False,108000.0,11.58989576532275,Tahoe,Chevrolet,Jeddah,8,0,Standard,15111.111111111111,64136.465324384786,64
GL,Makkah,Mercedes,Automatic,Saudi,Full,2013,5.0,147000,False,160000.0,11.982935344196433,Other,Mercedes,Makkah,12,0,Standard,11307.692307692309,34031.11111111111,144
Avalon,Riyadh,Toyota,Automatic,Saudi,Full,2011,3.5,359000,False,60000.0,11.002116507732017,Other,Toyota,Riyadh,14,0,Standard,23933.333333333332,10625.44294826364,196
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2003,5.3,222000,False,27000.0,10.203629181337648,Yukon,GMC,Riyadh,22,0,Standard,9652.173913043478,-18936.28158844765,484
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2015,5.7,153281,False,171500.0,12.052344376474922,Land Cruiser,Toyota,Riyadh,10,0,Standard,13934.636363636364,122125.44294826363,100
Sportage,Riyadh,Kia,Automatic,Saudi,Full,2020,1.6,7688,False,67000.0,11.112462823634855,Other,Kia,Riyadh,5,0,Standard,1281.3333333333333,34730.371900826445,25
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2018,5.3,87656,False,146500.0,11.89478753335453,Yukon,GMC,Riyadh,7,0,Standard,10957.0,100563.71841155234,49
6,Jeddah,MG,Automatic,Saudi,Full,2019,2.0,107,False,50000.0,10.819798284210286,Other,Other,Jeddah,6,0,Standard,15.285714285714286,5527.777777777781,36
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,75000,False,66000.0,11.097425172408931,Accord,Honda,Riyadh,9,0,Standard,7500.0,20845.217391304344,81
Civic,Jeddah,Honda,Automatic,Saudi,Standard,2017,1.6,122,False,43000.0,10.668978650219241,Other,Honda,Jeddah,8,0,Standard,13.555555555555555,-2154.7826086956557,64
X,Dammam,BMW,Automatic,Saudi,Full,2015,3.6,62300,False,140000.0,11.849404844423074,Other,BMW,Dammam,10,0,Premium,5663.636363636364,30923.71134020618,100
Range Rover,Makkah,Land Rover,Automatic,Saudi,Semi Full,2016,4.0,72000,False,280000.0,12.54254845357358,Range Rover,Land Rover,Makkah,9,0,Premium,7200.0,91429.48717948719,81
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2013,4.0,200000,False,125000.0,11.736077016252437,Land Cruiser,Toyota,Dammam,12,0,Standard,15384.615384615385,75625.44294826363,144
A5,Al-Medina,Audi,Automatic,Saudi,Full,2011,2.1,218000,False,40000.0,10.596659732783579,Other,Other,Al-Medina,14,0,Premium,14533.333333333334,-43184.21052631579,196
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,66000,False,58000.0,10.968215530759236,Elantra,Hyundai,Riyadh,6,0,Standard,9428.57142857143,23001.364341085275,36
Altima,Jeddah,Nissan,Automatic,Saudi,Semi Full,2018,2.5,77000,False,65000.0,11.082157933374816,Other,Nissan,Jeddah,7,0,Standard,9625.0,30424.479166666664,49
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,197000,False,92000.0,11.429554725537322,Tahoe,Chevrolet,Riyadh,9,0,Standard,19700.0,48136.465324384786,81
Tahoe,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2017,5.3,55000,False,168000.0,12.031725210748633,Tahoe,Chevrolet,Riyadh,8,0,Standard,6111.111111111111,124136.46532438479,64
Explorer,Jeddah,Ford,Automatic,Other,Standard,2010,6.6,190000,False,20000.0,9.90353755128617,Other,Ford,Jeddah,15,0,Standard,11875.0,-17644.53728489484,225
Land Cruiser,Makkah,Toyota,Manual,Saudi,Full,1999,4.7,238,False,40000.0,10.596659732783579,Land Cruiser,Toyota,Makkah,26,1,Standard,8.814814814814815,-9374.55705173636,676
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.6,91700,False,48000.0,10.778977123006351,Elantra,Hyundai,Dammam,7,0,Standard,11462.5,13001.364341085275,49
Senta fe,Riyadh,Hyundai,Automatic,Saudi,Full,2013,3.3,237000,False,43000.0,10.668978650219241,Other,Hyundai,Riyadh,12,0,Standard,18230.76923076923,8001.364341085275,144
Carenz,Jeddah,Kia,Manual,Saudi,Standard,2008,2.0,350,False,12000.0,9.392745258631441,Other,Kia,Jeddah,17,0,Standard,19.444444444444443,-20269.628099173555,289
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2017,4.0,78000,False,182000.0,12.111767460549332,Land Cruiser,Toyota,Dammam,8,0,Standard,8666.666666666666,132625.44294826363,64
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,84655,False,61500.0,11.026808713825016,Sonata,Hyundai,Riyadh,7,0,Standard,10581.875,26501.364341085275,49
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2012,6.0,260000,False,52000.0,10.859018228147887,Other,Chevrolet,Riyadh,13,0,Standard,18571.428571428572,8136.465324384786,169
Sierra,Dammam,GMC,Automatic,Saudi,Semi Full,2020,5.3,60000,False,155000.0,11.951186847493476,Other,GMC,Dammam,5,0,Standard,10000.0,109063.71841155234,25
Picanto,Dammam,Kia,Automatic,Other,Standard,2015,1.0,85000,False,18000.0,9.798182590890704,Other,Kia,Dammam,10,0,Standard,7727.272727272727,-14269.628099173555,100
Suburban,Aseer,GMC,Automatic,Saudi,Semi Full,1990,3.5,140000,False,5000.0,8.517393171418904,Suburban,GMC,Aseer,35,1,Standard,3888.8888888888887,-40936.28158844765,1225
Optima,Tabouk,Kia,Automatic,Unknown,Semi Full,2018,2.4,125000,False,55000.0,10.915106645867503,Other,Kia,Tabouk,7,0,Standard,15625.0,22730.371900826445,49
Camry,Jeddah,Toyota,Manual,Saudi,Standard,2010,2.0,550000,False,20000.0,9.90353755128617,Camry,Toyota,Jeddah,15,0,Standard,34375.0,-29374.55705173636,225
Victoria,Dammam,Ford,Automatic,Saudi,Standard,2012,4.5,220000,False,35000.0,10.463131911491967,Other,Ford,Dammam,13,0,Standard,15714.285714285714,-2644.537284894839,169
S300,Dammam,Chrysler,Automatic,Other,Full,2018,3.5,105000,False,112000.0,11.626263078808801,Other,Other,Dammam,7,0,Standard,13125.0,62620.0,49
The 5,Riyadh,BMW,Automatic,Saudi,Full,2009,2.3,216500,False,24000.0,10.085850775128717,Other,BMW,Riyadh,16,0,Premium,12735.29411764706,-85076.28865979382,256
Camry,Arar,Toyota,Automatic,Saudi,Standard,2015,1.5,180,False,28000.0,10.239995502805316,Camry,Toyota,Other,10,0,Standard,16.363636363636363,-21374.55705173636,100
ES,Jeddah,Lexus,Automatic,Gulf Arabic,Full,2016,3.5,86000,False,125000.0,11.736077016252437,ES,Lexus,Jeddah,9,0,Premium,8600.0,8538.288288288284,81
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2017,1.6,98696,False,45000.0,10.714439990727769,Corolla,Toyota,Dammam,8,0,Standard,10966.222222222223,-4374.557051736359,64
3,Al-Medina,Mazda,Automatic,Gulf Arabic,Semi Full,2016,1.6,130000,False,48000.0,10.778977123006351,Other,Mazda,Al-Medina,9,0,Standard,13000.0,779.5275590551173,81
6,Al-Baha,Mazda,Automatic,Saudi,Semi Full,2009,3.7,299000,False,15000.0,9.61587214452889,Other,Mazda,Other,16,0,Standard,17588.235294117647,-32220.472440944883,256
Tucson,Riyadh,Hyundai,Automatic,Other,Full,2016,2.0,230,False,50000.0,10.819798284210286,Other,Hyundai,Riyadh,9,0,Standard,23.0,15001.364341085275,81
3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,1.6,99000,False,45000.0,10.714439990727769,Other,Mazda,Al-Medina,7,0,Standard,12375.0,-2220.4724409448827,49
ES,Riyadh,Lexus,Automatic,Saudi,Full,2015,3.5,85000,False,80000.0,11.289794413577894,ES,Lexus,Riyadh,10,0,Premium,7727.272727272727,-36461.711711711716,100
Expedition,Riyadh,Ford,Manual,Saudi,Full,2013,5.4,225299,False,66587.0,11.106279660113902,Expedition,Ford,Riyadh,12,0,Standard,17330.69230769231,28942.46271510516,144
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2016,1.4,151000,False,24000.0,10.085850775128717,Accent,Hyundai,Dammam,9,0,Standard,15100.0,-10998.635658914725,81
Land Cruiser,Al-Medina,Toyota,Automatic,Gulf Arabic,Full,2021,4.6,9000,False,350000.0,12.765691290604371,Land Cruiser,Toyota,Al-Medina,4,0,Standard,1800.0,300625.44294826366,16
Superb,Riyadh,Škoda,Automatic,Other,Semi Full,2008,1.8,200000,False,15000.0,9.61587214452889,Other,Other,Riyadh,17,0,Standard,11111.111111111111,0.0,289
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,168000,False,26000.0,10.165890277802454,Accent,Hyundai,Dammam,8,0,Standard,18666.666666666668,-8998.635658914725,64
Carenz,Riyadh,Kia,Automatic,Saudi,Standard,2015,2.0,147,False,32000.0,10.373522431293592,Other,Kia,Riyadh,10,0,Standard,13.363636363636363,-269.6280991735548,100
Hilux,Jeddah,Toyota,Manual,Gulf Arabic,Semi Full,2016,2.7,60000,False,75000.0,11.225256725762893,Hilux,Toyota,Jeddah,9,0,Standard,6000.0,25625.44294826364,81
Corolla,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,1.6,11000,False,63000.0,11.050905878263567,Corolla,Toyota,Riyadh,5,0,Standard,1833.3333333333333,13625.44294826364,25
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,72000,False,42000.0,10.645448706505872,Corolla,Toyota,Riyadh,7,0,Standard,9000.0,-7374.557051736359,49
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2018,2.0,116,False,42000.0,10.645448706505872,Elantra,Hyundai,Riyadh,7,0,Standard,14.5,7001.364341085275,49
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,6.0,208647,False,74000.0,11.211833885608513,Other,Chevrolet,Riyadh,9,0,Standard,20864.7,30136.465324384786,81
Expedition,Dammam,Ford,Automatic,Other,Full,2008,1.8,299000,False,22000.0,9.99884318585288,Expedition,Ford,Dammam,17,0,Standard,16611.11111111111,-15644.53728489484,289
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2014,4.6,220000,False,135000.0,11.813037464800539,Land Cruiser,Toyota,Dammam,11,0,Standard,18333.333333333332,85625.44294826363,121
6,Riyadh,Mazda,Automatic,Saudi,Standard,2020,2.5,78000,False,76000.0,11.23850177707664,Other,Mazda,Riyadh,5,0,Standard,13000.0,28779.527559055117,25
Explorer,Dammam,Ford,Automatic,Other,Full,2016,3.6,131000,False,113000.0,11.635151947212842,Other,Ford,Dammam,9,0,Standard,13100.0,75355.46271510515,81
Hiace,Riyadh,Toyota,Manual,Saudi,Semi Full,2014,2.0,188000,False,44000.0,10.691967639914864,Other,Toyota,Riyadh,11,0,Standard,15666.666666666666,-5374.557051736359,121
Cerato,Dammam,Kia,Automatic,Saudi,Standard,2014,1.6,160000,False,24000.0,10.085850775128717,Other,Kia,Dammam,11,0,Standard,13333.333333333334,-8269.628099173555,121
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,58000,False,39000.0,10.571342565808699,Accent,Hyundai,Riyadh,6,0,Standard,8285.714285714286,4001.3643410852746,36
H1,Aseer,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,49000,False,70000.0,11.156264806643742,Other,Hyundai,Aseer,7,0,Standard,6125.0,35001.364341085275,49
CLS,Dammam,Mercedes,Automatic,Saudi,Full,2007,6.3,340000,False,21000.0,9.952325334619427,Other,Mercedes,Dammam,18,0,Standard,17894.736842105263,-104968.88888888889,324
Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2010,2.7,573000,False,37000.0,10.518700218288165,Other,Toyota,Riyadh,15,0,Standard,35812.5,-12374.55705173636,225
Hilux,Riyadh,Toyota,Manual,Saudi,Standard,2018,2.7,126000,False,82000.0,11.314486721293981,Hilux,Toyota,Riyadh,7,0,Standard,15750.0,32625.44294826364,49
Malibu,Al-Medina,Chevrolet,Automatic,Saudi,Semi Full,2010,2.5,135000,False,10000.0,9.210440366976517,Other,Chevrolet,Al-Medina,15,0,Standard,8437.5,-33863.534675615214,225
Furniture,Jeddah,Toyota,Automatic,Saudi,Semi Full,2017,4.0,37800,False,106000.0,11.571203807011969,Furniture,Toyota,Jeddah,8,0,Standard,4200.0,56625.44294826364,64
Ram,Dammam,Dodge,Manual,Saudi,Standard,2019,2.5,65000,False,50000.0,10.819798284210286,Other,Dodge,Dammam,6,0,Standard,9285.714285714286,-2826.0869565217363,36
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2017,5.3,148450,False,128500.0,11.763691965388299,Yukon,GMC,Riyadh,8,0,Standard,16494.444444444445,82563.71841155234,64
Panamera,Al-Medina,Porsche,Automatic,Saudi,Full,2011,5.7,108000,False,99000.0,11.502885230075814,Other,Other,Al-Medina,14,0,Luxury,7200.0,-20666.66666666667,196
X,Dammam,BMW,Automatic,Gulf Arabic,Full,2020,3.0,2300,False,465000.0,13.049794835104816,Other,BMW,Dammam,5,0,Premium,383.3333333333333,355923.7113402062,25
QX,Jeddah,INFINITI,Automatic,Saudi,Full,2014,3.7,32000,False,65000.0,11.082157933374816,Other,Other,Jeddah,11,0,Standard,2666.6666666666665,7300.0,121
Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2011,5.0,196000,False,55000.0,10.915106645867503,Range Rover,Land Rover,Jeddah,14,0,Premium,13066.666666666666,-133570.5128205128,196
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2019,1.6,47000,False,46000.0,10.736418414365376,Other,Kia,Riyadh,6,0,Standard,6714.285714285715,13730.371900826445,36
Accent,Tabouk,Hyundai,Automatic,Saudi,Semi Full,2019,1.4,98000,False,36500.0,10.505094936455558,Accent,Hyundai,Tabouk,6,0,Standard,14000.0,1501.3643410852746,36
Expedition,Yanbu,Ford,Automatic,Saudi,Semi Full,2006,5.4,200000,False,12000.0,9.392745258631441,Expedition,Ford,Other,19,0,Standard,10000.0,-25644.53728489484,361
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2013,4.6,308000,False,120000.0,11.695255355062795,Land Cruiser,Toyota,Dammam,12,0,Standard,23692.30769230769,70625.44294826363,144
Flex,Riyadh,Ford,Automatic,Saudi,Standard,2015,3.5,93000,False,45000.0,10.714439990727769,Other,Ford,Riyadh,10,0,Standard,8454.545454545454,7355.462715105161,100
